"","ISO","Language.Name","Altitude","Area","Bordering.languages","Bordering.languages.km","Extended","L1.pop","Polysynthetic","Roughness","Small.family","Vehicularity"
"6257","yko","Yasa",525.444046,673.1792951,5,0.035463349,0,2400,0,5.706186295,0,0
"6258","ykr","Yekora",1763.608978,91.81885183,2,0.033159078,0,1050,0,7.142966628,0,0
"6259","ykt","Thou-Kathu",1033.785522,3521.310684,2,0.008671598,0,5000,0,6.098367691,0,0
"6260","yky","Yakoma",133.8970375,1580.384363,7,0.01391502,0,100000,0,4.197767019,0,0
"6261","yla","Ulwa (Papua New Guinea)",1605.971558,90.60745103,1,0.026532563,0,1210,0,6.177941203,0,0
"6262","yle","Yele",135.5990906,294.5342415,0,0,0,3750,0,4.694740295,1,0
"6263","ylg","Yalaku",608.9898071,138.8302556,2,0.044892404,0,160,0,5.62084341,0,0
"6264","yli","Angguruk Yali",2314.864746,3783.124502,8,0.024549964,0,15000,0,6.858754635,0,0
"6265","yll","Yil",798.9605103,73.73150776,4,0.111430774,0,2470,0,5.861983538,0,0
"6266","ylm","Limi",875.4408569,4102.590865,2,0.007564192,0,29000,0,6.50228548,0,0
"6267","yln","Langnian Buyang",881.651886,63.44335088,2,0.061856344,0,300,0,5.959681749,0,0
"6268","ylo","Naluo Yi",1134.288147,16435.96839,5,0.009388777,0,15000,0,6.402450085,0,0
"6269","ylr","Yalarnnga",239.1711044,23578.27089,5,0.008213227,0,0,0,4.351322651,0,0
"6270","ylu","Aribwaung",1785.090088,39.92847819,1,0.042911978,0,500,0,7.233548403,0,0
"6271","yly","Belep",282.3995056,491.3677933,3,0.011699287,0,1960,0,5.718149662,0,0
"6272","ymb","Yambes",608.9898071,36.57193985,3,0.111749746,0,1080,0,5.62084341,0,0
"6273","ymc","Southern Muji",822.9082642,651.6838756,3,0.026268911,0,26000,0,6.331966639,0,0
"6274","ymd","Muda",683.3406982,1963.268562,4,0.022258576,0,2000,0,6.141578913,0,0
"6275","yme","Yameo",69.11356354,17099.21879,1,0.001841084,0,0,0,3.374243577,1,0
"6276","ymh","Mili",863.9133301,5286.7183,2,0.006914601,0,23000,0,6.4156847,0,0
"6277","ymi","Moji",982.96875,1149.6102,5,0.037053956,0,2000,0,6.227783203,0,0
"6278","ymk","Makwe",434.3202972,5326.312063,3,0.005063669,0,32000,0,5.418723822,0,0
"6279","yml","Iamalele",678.3092041,265.743197,3,0.044031662,0,2800,0,6.095396519,0,0
"6280","ymm","Maay",358.9256795,83988.63076,6,0.002447952,0,1860000,0,4.851160367,0,0
"6281","ymn","Yamna",580.927002,82.35502936,3,0.06374122,0,560,0,5.985350609,0,0
"6282","ymo","Yangum Mon",798.9605103,78.66473053,7,0.166987182,0,730,0,5.861983538,0,0
"6283","ymp","Yamap",1774.098022,206.0071713,1,0.017976618,0,1580,0,7.179609299,0,0
"6284","ymq","Qila Muji",917.7417603,550.8970775,0,0,0,1500,0,6.584017277,0,0
"6285","ymr","Malasar",859.1639404,491.4762471,2,0.024283539,0,7760,0,6.48571682,0,0
"6286","ymx","Northern Muji",822.9082642,985.3996973,5,0.03955276,0,9000,0,6.331966639,0,0
"6287","ymz","Muzi",832.7341105,1746.188989,6,0.038217083,0,10000,0,6.331005732,0,0
"6288","yna","Aluo",1210.900024,11243.6564,6,0.013933874,0,25000,0,6.549664974,0,0
"6289","ynd","Yandruwandha",122.9449539,43838.57498,4,0.004606436,0,0,0,3.96415019,0,0
"6290","yng","Yango",119.3866882,43.0509018,1,0.040734406,0,3000,0,3.587871552,0,0
"6291","ynk","Naukan Yupik",280.5315304,2511.398038,1,0.002074686,1,510,1,5.394042492,0,0
"6292","ynl","Yangulam",2141.664124,41.02924641,2,0.064966843,0,400,0,7.110357523,0,0
"6293","yno","Yong",769.4099121,1935.64837,2,0.010670536,0,12600,0,6.074773073,0,0
"6294","yns","Yansi",211.6596298,21706.42366,11,0.009631139,0,100000,0,4.243770242,0,0
"6295","ynu","Yahuna",2686.642334,36710.99663,5,0.006702696,0,0,0,7.096059799,0,0
"6296","yob","Yoba",925.5508041,375.9813467,2,0.023922098,0,0,0,6.496482968,0,0
"6297","yog","Yogad",1322.505371,141.4177337,2,0.040712566,0,16000,0,6.531216621,0,0
"6298","yoi","Yonaguni",9.518356323,30.07998727,0,0,0,800,0,4.251394749,0,0
"6299","yok","Northern Yokuts",2382.043213,320.8310136,2,0.020201586,0,50,0,6.649955273,1,0
"6300","yom","Yombe",358.3600718,20265.64292,8,0.007847445,0,1056400,0,5.081846078,0,0
"6301","yon","Yonggom",1366.703201,2984.880228,7,0.018953319,0,6000,0,4.720459223,0,0
"6302","yor","Yoruba",327.3802338,101913.4775,28,0.013665092,0,18900000,0,4.706530094,0,1
"6303","yox","Yoron",65.58915901,18.18079269,0,0,0,950,0,4.540869474,0,0
"6304","yoy","Yoy",515.1317444,496.4616952,4,0.02957956,0,6000,0,5.389904261,0,0
"6305","ypa","Phala",802.500473,1324.457592,2,0.013580424,0,12000,0,6.261995912,0,0
"6306","ypb","Labo Phowa",728.0747681,1792.938501,4,0.020962097,0,17000,0,6.079916,0,0
"6307","ypg","Phola",802.500473,1011.076474,4,0.028465177,0,13000,0,6.261995912,0,0
"6308","yph","Phupha",802.500473,1689.819729,4,0.023954664,0,1300,0,6.261995912,0,0
"6309","ypm","Phuma",982.96875,1790.453518,5,0.02912799,0,8000,0,6.227783203,0,0
"6310","ypn","Ani Phowa",822.9082642,1334.035979,5,0.031415621,0,10000,0,6.331966639,0,0
"6311","ypo","Alo Phola",782.0926819,781.1607666,3,0.024380547,0,500,0,6.192025185,0,0
"6312","ypp","Phupa",822.9082642,382.8172981,4,0.043104723,0,3000,0,6.331966639,0,0
"6313","ypz","Phuza",822.9082642,401.2262214,5,0.061030823,0,6000,0,6.331966639,0,0
"6314","yra","Yerakai",1519.695343,183.3541517,2,0.040169358,0,380,0,6.334013462,1,0
"6315","yrb","Yareba",1962.103271,1270.255929,7,0.02863416,0,750,0,7.013994217,0,0
"6316","yre","Yaouré",151.1073151,106.2585749,2,0.052171512,0,40000,0,4.125975847,0,0
"6317","yrk","Tundra Nenets",78.03563309,104017.8938,4,0.000244,0,21900,0,3.508195281,0,0
"6318","yrl","Nhengatu",374.4642258,7529.07826,8,0.012844044,0,19060,0,3.959636688,0,0
"6319","yrn","Yerong-Southern Buyang",905.8083649,292.3051627,3,0.042475651,0,380,0,5.901335478,0,0
"6320","yrw","Yarawata",1746.354324,30.47864555,2,0.089744812,0,130,0,6.392463326,0,0
"6321","ysd","Samatao",962.2592163,3600.240651,7,0.02698384,0,400,0,6.303475022,0,0
"6322","ysn","Sani",790.2302856,3376.000333,4,0.016276378,0,100000,0,6.20449996,0,0
"6323","yso","Nisi (China)",982.96875,946.4080068,1,0.008063365,0,36000,0,6.227783203,0,0
"6324","ysr","Old Sirenik",498.6288452,93000.34123,4,0.000666,1,0,1,5.309902191,0,0
"6325","yss","Yessan-Mayo",1342.773966,387.8778122,2,0.018484758,0,1990,0,6.257050196,0,0
"6326","ysy","Sanie",1031.642914,1690.962898,4,0.018927784,0,8000,0,6.439374447,0,0
"6327","yta","Lavu-Yongsheng-Talu",1210.900024,4411.173471,2,0.007199821,0,13600,0,6.549664974,0,0
"6328","ytl","Tanglang-Toloza",1449.696716,2162.292846,1,0.005243562,0,950,0,6.747297525,0,0
"6329","ytp","Thopho",1033.785522,370.838252,2,0.020736753,0,200,0,6.098367691,0,0
"6330","yua","Yucatec Maya",180.2095032,135839.8328,4,0.001599989,1,741000,0,3.976371765,0,0
"6331","yub","Yugambal",408.3609886,14033.96596,4,0.005115828,0,0,0,5.341205478,0,0
"6332","yuc","Yuchi",217.6283951,58.92118749,1,0.031928196,1,5,0,4.317722082,1,0
"6333","yuf","Havasupai-Walapai-Yavapai",1238.200592,4157.472727,1,0.002322718,0,1600,0,6.373530388,0,0
"6334","yui","Yurutí",79.70248222,867.1433795,6,0.035166213,0,1150,0,3.611840963,0,0
"6335","yuj","Karkar-Yuri",988.9312134,371.9066896,4,0.047633381,0,1140,0,6.103123665,0,0
"6336","yuk","Yuki",1175.93335,1642.04679,3,0.014553458,0,1200,0,6.383811235,1,0
"6337","yul","Yulu",445.442749,5712.454338,10,0.01579187,0,10000,0,4.853189945,0,0
"6338","yum","Quechan",539.3342896,230.529561,3,0.039318895,0,150,0,5.515458584,0,0
"6339","yun","Bena (Nigeria)",496.9773712,636.1826481,7,0.061031558,0,95000,0,5.214917302,0,0
"6340","yup","Yukpa",2271.897095,3776.536363,2,0.006556301,0,6020,0,6.556311607,0,0
"6341","yuq","Yuqui",1817.263412,226.6663381,1,0.015314039,0,120,0,5.425481558,0,0
"6342","yur","Yurok",1228.367676,296.8468245,2,0.023501467,1,12,1,6.437208176,0,0
"6343","yut","Yopno",1796.082153,508.2067829,5,0.047894485,0,9000,0,7.287487507,0,0
"6344","yuw","Yau (Morobe Province)",1785.090088,292.1102431,4,0.055811645,0,1700,0,7.233548403,0,0
"6345","yux","Southern Yukaghir",737.7848206,3648.952815,1,0.002543333,0,370,0,5.347293258,1,0
"6346","yuy","East Yugur",1211.839355,1389.689259,2,0.00818135,0,4000,0,6.311390638,0,0
"6347","yuz","Yuracaré",1817.263412,915.1456996,1,0.006073473,1,2680,1,5.425481558,1,0
"6348","yva","Yawa",370.4379883,922.0426623,4,0.026585725,0,10000,0,5.775818348,1,0
"6349","yvt","Yavitero",977.8757172,60099.0697,2,0.001868796,1,1,1,5.531411052,0,0
"6350","ywa","Kalou",798.9605103,77.05062327,1,0.0296298,0,1370,0,5.861983538,0,0
"6351","ywl","Western Lalu",1394.211899,4670.447002,4,0.013922712,0,38000,0,6.678578973,0,0
"6352","ywn","Yawanawa",238.0363312,965.6383617,1,0.007589739,0,520,0,3.921538949,0,0
"6353","ywq","Wuding-Luquan Yi",1134.288147,5106.638328,3,0.008557936,0,250000,0,6.402450085,0,0
"6354","ywt","Xishanba Lalo",1053.026917,15267.42917,8,0.00562235,0,213000,0,6.509886026,0,0
"6355","ywu","Wumeng Nasu",1346.060221,3300.854464,1,0.002748596,0,150000,0,6.340257168,0,0
"6356","yww","Yawarawarga",111.0633698,47462.68367,4,0.004500672,0,0,0,3.939935446,0,0
"6357","yyu","Yau (Sandaun Province)",798.9605103,4.630982414,4,0.477129119,0,140,0,5.861983538,0,0
"6358","yyz","Ayizi",892.8755188,13534.56143,4,0.009215285,0,50,0,6.167575598,0,0
"6359","yzg","E'ma Buyang",881.651886,73.39396768,3,0.091797692,0,600,0,5.959681749,0,0
"6360","yzk","Zokhuo",982.96875,1663.882307,3,0.018537312,0,13000,0,6.227783203,0,0
"6361","zaa","Sierra de Juárez Zapotec",1922.353882,204.9226688,4,0.076856331,0,4000,0,6.70388341,0,0
"6362","zab","San Juan Guelavía Zapotec",1922.353882,617.2857111,4,0.037797424,0,28000,0,6.70388341,0,0
"6363","zac","Ocotlán Zapotec",2111.376038,48.29187233,2,0.077548527,0,15000,0,6.860644102,0,0
"6364","zad","Cajonos Zapotec",1922.353882,84.13852785,4,0.10751926,0,5000,0,6.70388341,0,0
"6365","zae","Yareni Zapotec",1929.708313,77.02311112,4,0.107562007,0,2900,0,6.722405553,0,0
"6366","zaf","Ayoquesco Zapotec",2111.376038,39.19116836,1,0.044626585,0,880,0,6.860644102,0,0
"6367","zag","Beria",447.6620789,121124.0926,5,0.003145511,0,162000,0,4.934745471,0,0
"6368","zah","Zangwal",819.1970825,17.5706144,5,0.300035194,0,100,0,5.055850029,0,0
"6369","zai","Isthmus Zapotec",902.1936035,1674.351987,4,0.015711213,0,85000,0,6.28861618,0,0
"6370","zaj","Zaramo",637.9710693,9835.223904,6,0.00868178,0,0,0,5.207961082,0,0
"6371","zak","Zanaki",584.9519272,914.2897386,6,0.049226831,0,100000,0,4.817117929,0,0
"6372","zal","Zauzou",1587.727173,191.1661333,2,0.032174017,0,2100,0,6.803325415,0,0
"6373","zam","Cuixtla-Xitla Zapotec",1968.317261,187.0670802,2,0.037962629,0,1000,0,6.87702322,0,0
"6374","zao","Ozolotepec Zapotec",1968.317261,793.9990887,7,0.056540288,0,6500,0,6.87702322,0,0
"6375","zaq","Aloápam Zapotec",1929.708313,106.4151216,3,0.076126809,0,3400,0,6.722405553,0,0
"6376","zar","Rincón Zapotec",1922.353882,866.1471301,5,0.040044257,0,29200,0,6.70388341,0,0
"6377","zas","Santo Domingo Albarradas Zapotec",1922.353882,34.15970683,2,0.086665374,0,5500,0,6.70388341,0,0
"6378","zat","Tabaa Zapotec",1922.353882,90.57774811,6,0.172895349,0,2000,0,6.70388341,0,0
"6379","zau","Zangskari",1977.630615,1261.158484,4,0.024996946,0,12000,0,7.024127483,0,0
"6380","zav","Yatzachi Zapotec",1922.353882,22.47844963,3,0.151591516,0,2500,0,6.70388341,0,0
"6381","zaw","Mitla Zapotec",1968.317261,553.5384091,5,0.053012612,0,19500,0,6.87702322,0,0
"6382","zax","Xadani Zapotec",1968.317261,18.9784188,1,0.063534904,0,340,0,6.87702322,0,0
"6383","zay","Zayse-Zergulla",1318.511149,508.0422895,5,0.048226584,0,18500,0,6.450724761,0,0
"6384","zbc","Central Berawan",657.9857178,159.6461457,6,0.091526319,0,1500,0,5.671733379,0,0
"6385","zbe","East Berawan",657.9857178,250.0561566,3,0.03484647,0,1100,0,5.671733379,0,0
"6386","zbt","Batui",785.106842,80.24136219,1,0.027383354,0,2900,0,6.428575039,0,0
"6387","zbw","West Berawan",455.9609299,99.99423221,5,0.129248911,0,1000,0,5.545972347,0,0
"6388","zca","Coatecas Altas Zapotec",1968.317261,65.35579176,1,0.034632751,0,4880,0,6.87702322,0,0
"6389","zch","Central Hongshuihe Zhuang",520.7118225,13664.12461,8,0.006855701,0,1080000,0,5.391028086,0,0
"6390","zdj","Ngazidja Comorian",121.718516,1031.561778,0,0,0,300000,0,5.547872543,0,0
"6391","zea","Zeeuws",25.5106678,1346.151369,1,0.001821003,0,220000,0,3.766539097,0,0
"6392","zeg","Zenag",1774.098022,87.86212319,7,0.122008068,0,1820,0,7.179609299,0,0
"6393","zeh","Eastern Hongshuihe Zhuang",551.7311096,13715.77373,11,0.007355771,0,1200000,0,5.646678686,0,0
"6394","zen","Zenaga",29.00229931,3777.998022,2,0.00591106,0,200,0,3.033137321,0,0
"6395","zga","Kinga",1259.50885,2079.928842,5,0.022642244,0,140000,0,6.45671463,0,0
"6396","zgb","Guibei Zhuang",570.6807022,18756.18975,19,0.00798418,0,1500000,0,5.678006172,0,0
"6397","zgm","Minz Zhuang",1143.029236,450.2243929,2,0.023671028,0,173000,0,6.123599768,0,0
"6398","zgn","Guibian Zhuang",1033.785522,19018.65951,18,0.007492017,0,1000000,0,6.098367691,0,1
"6399","zgr","Magori",925.5508041,76.46103776,2,0.057514304,0,100,0,6.496482968,0,0
"6400","zhb","Zhaba",1256.721527,1401.641773,2,0.013314389,0,7800,0,6.644133329,0,0
"6401","zhd","Dai Zhuang",982.96875,3362.529454,7,0.013775249,0,100000,0,6.227783203,0,0
"6402","zhi","Zhire",539.4652405,14.88159038,2,0.135026391,0,0,0,5.119170904,0,0
"6403","zhn","Nong Zhuang",1004.71108,4836.242552,9,0.014757573,0,500000,0,6.109038512,0,1
"6404","zhw","Zhoa",1106.72113,7.687264098,4,0.378642839,0,0,0,5.925098896,0,0
"6405","zia","Zia",1763.608978,650.7118156,3,0.023080213,0,4500,0,7.142966628,0,0
"6406","zik","Zimakani",221.5233459,2825.396016,2,0.00932571,0,1500,0,3.276922703,0,0
"6407","zim","Mesme",248.8071747,522.4763134,4,0.03913197,0,20100,0,4.397489071,0,0
"6408","zin","Zinza",312.0964622,6843.04873,4,0.003428084,0,138000,0,4.421731591,0,0
"6409","zir","Ziriya",480.6806335,1788.131776,0,0,0,2000,0,4.739094019,0,0
"6410","ziw","Zigula-Mushungulu",1033.989502,13259.49311,7,0.010531817,0,355000,0,5.841488838,0,0
"6411","ziz","Zizilivakan",467.9548645,71.86554503,4,0.108525653,0,6200,0,5.13854599,0,0
"6412","zka","Kaimbulawa",152.5405731,21.96928281,1,0.050134086,0,2200,0,5.39710927,0,0
"6413","zkp","São Paulo Kaingáng",437.9663696,8269.854549,2,0.003647812,0,0,0,5.490657806,0,0
"6414","zkr","Zakhring",1199.691162,55177.75102,4,0.003534834,0,900,0,6.559761047,0,0
"6415","zlj","Liujiang Zhuang",571.2910767,9822.935874,9,0.011088724,0,1560000,0,5.503718376,0,0
"6416","zln","Lianshan Zhuang",662.477417,710.8566598,3,0.021655031,0,48000,0,5.894035339,0,0
"6417","zlq","Liuqian Zhuang",532.1711426,1583.958124,3,0.010387401,0,370000,0,5.789638996,0,0
"6418","zma","Manda (Australia)",186.7686768,291.8066932,3,0.043320462,1,25,1,4.604051272,0,0
"6419","zmb","Zimba",624.9706879,8183.25228,7,0.015787055,0,120000,0,5.055910826,0,0
"6420","zmc","Margany",160.7686005,59113.64779,5,0.005072275,0,0,0,4.018856049,0,0
"6421","zmd","Maridan",186.7686768,645.7372131,5,0.049153315,1,20,1,4.604051272,0,0
"6422","zme","Mangerr",169.3298397,1533.770556,1,0.005737486,0,0,0,4.232854426,0,0
"6423","zmf","Mfinu",365.6601715,2644.822797,5,0.025716969,0,8400,0,5.025435209,0,0
"6424","zmg","Marti Ke",186.7686768,450.3545891,4,0.044173037,1,3,1,4.604051272,0,0
"6425","zmh","Makolkol",607.9211121,664.9349633,0,0,0,0,0,6.586853743,0,0
"6426","zmj","Maridjabin",186.7686768,327.350577,3,0.036326563,1,20,1,4.604051272,0,0
"6427","zmk","Mandandanyi",261.768692,33309.54516,6,0.007084933,0,0,0,4.484648705,0,0
"6428","zml","Madngele",185.4514236,794.7063862,3,0.027464711,1,15,0,4.499478102,1,0
"6429","zmm","Marimanindji",185.4514236,743.2091172,3,0.028751502,1,15,1,4.499478102,0,0
"6430","zmn","Mbangwe",455.3654785,2644.526733,6,0.014913258,0,5200,0,4.911571503,0,0
"6431","zmo","Molo",265.3832703,95.84523293,2,0.053138547,0,100,0,4.165363312,0,0
"6432","zmp","Mbuun",266.3155568,7782.009686,5,0.010827588,0,165000,0,4.499850035,0,0
"6433","zmq","Mituku",167.0531845,8688.122435,7,0.013015342,0,50900,0,3.967044413,0,0
"6434","zmr","Maranunggu",185.4514236,593.0681102,5,0.05104368,1,15,1,4.499478102,0,0
"6435","zms","Mbesa",114.4690933,5335.261426,6,0.017218976,0,8400,0,4.174350262,0,0
"6436","zmt","Maringarr",236.7591553,1660.702794,3,0.018780799,1,30,1,4.878245831,0,0
"6437","zmu","Muruwari",110.9494553,60449.85881,4,0.003881179,0,0,0,3.315489531,0,0
"6438","zmv","Rimanggudhinma",242.7701874,1799.115733,4,0.020766787,0,0,0,4.67033124,0,0
"6439","zmw","Mbo (Democratic Republic of Congo)",455.4501038,3170.748819,6,0.017865713,0,11000,0,4.94449091,0,0
"6440","zmx","Bomitaba",125.2830887,4967.432317,4,0.014453074,0,9600,0,3.498008966,0,0
"6441","zmy","Mariyedi",186.7686768,208.6155155,3,0.03966117,1,20,1,4.604051272,0,0
"6442","zmz","Mbandja",174.1576538,7700.128088,15,0.018707791,0,361060,0,4.10751152,0,0
"6443","zna","Zan Gula",152.2463379,1753.993526,6,0.031735169,0,5000,0,3.985464811,0,0
"6444","zne","Zande",99.75690842,159417.2379,22,0.004523159,0,1142000,0,3.747719407,0,0
"6445","zng","Mang",814.7706604,176.2055952,5,0.040286779,0,3160,0,6.319491863,0,0
"6446","zns","Mangas",819.1970825,5.89581367,2,0.213195161,0,100,0,5.055850029,0,0
"6447","zoc","Copainalá Zoque",809.1315994,152.8465908,2,0.043219161,1,10000,1,5.71404624,0,0
"6448","zoh","Chimalapa Zoque",902.1936035,728.2837815,1,0.010021899,1,4500,1,6.28861618,0,0
"6449","zom","Zou",1168.387736,1963.8438,6,0.025473422,0,81900,0,6.047705968,0,0
"6450","zoo","Asunción Mixtepec Zapotec",2111.376038,131.7564528,2,0.048768878,0,100,0,6.860644102,0,0
"6451","zoq","Tabasco Zoque",182.2851868,265.5974149,2,0.032085377,0,2,0,4.591830254,0,0
"6452","zor","Rayón Zoque",809.1315994,179.9855048,2,0.039587563,1,2100,1,5.71404624,0,0
"6453","zos","Francisco León Zoque",809.1315994,1694.443177,3,0.009281692,1,20000,1,5.71404624,0,0
"6454","zpa","Lachiguiri Zapotec",1435.255432,640.0200774,3,0.022311051,0,5000,0,6.5828197,0,0
"6455","zpb","Yautepec Zapotec",1968.317261,47.61401011,1,0.037496587,0,310,0,6.87702322,0,0
"6456","zpc","Choapan Zapotec",1294.110046,840.1946188,4,0.02654875,0,12000,0,6.223255157,0,0
"6457","zpd","Southeastern Ixtlán Zapotec",1922.353882,252.3291937,3,0.051634665,0,6000,0,6.70388341,0,0
"6458","zpe","Petapa Zapotec",1435.255432,98.49228592,1,0.027523532,0,8000,0,6.5828197,0,0
"6459","zpf","San Pedro Quiatoni Zapotec",1968.317261,384.016607,2,0.025214741,0,14800,0,6.87702322,0,0
"6460","zpg","Guevea De Humboldt Zapotec",1435.255432,738.846003,3,0.029466069,0,4720,0,6.5828197,0,0
"6461","zph","Totomachapan Zapotec",2111.376038,17.70791109,1,0.0657623,0,260,0,6.860644102,0,0
"6462","zpi","Santa María Quiegolani Zapotec",1968.317261,281.8553921,5,0.049614521,0,2000,0,6.87702322,0,0
"6463","zpj","Quiavicuzas Zapotec",1435.255432,317.0227742,5,0.073960614,0,4000,0,6.5828197,0,0
"6464","zpk","Tlacolulita Zapotec",1435.255432,83.17363304,1,0.029488598,0,140,0,6.5828197,0,0
"6465","zpl","Lachixío Zapotec",2111.376038,261.7630599,2,0.032353803,0,6500,0,6.860644102,0,0
"6466","zpm","Mixtepec Zapotec",1968.317261,403.3588552,8,0.059293631,0,7000,0,6.87702322,0,0
"6467","zpn","Santa Inés Yatzechi Zapotec",2111.376038,41.6815429,3,0.125019899,0,2240,0,6.860644102,0,0
"6468","zpo","Amatlán Zapotec",1968.317261,121.2998572,4,0.094191557,0,10000,0,6.87702322,0,0
"6469","zpp","El Alto Zapotec",2111.376038,52.09590927,1,0.038786641,0,900,0,6.860644102,0,0
"6470","zpq","Zoogocho Zapotec",1922.353882,94.6448087,5,0.102326268,0,1000,0,6.70388341,0,0
"6471","zpr","Santiago Xanica Zapotec",1968.317261,119.3033951,3,0.063752901,0,2500,0,6.87702322,0,0
"6472","zps","Coatlán Zapotec",2111.376038,214.3717179,3,0.055321366,0,500,0,6.860644102,0,0
"6473","zpt","San Vicente Coatlán Zapotec",2111.376038,57.64045608,1,0.036407643,0,3380,0,6.860644102,0,0
"6474","zpu","Yalálag Zapotec",1922.353882,73.98998434,6,0.150954178,0,3500,0,6.70388341,0,0
"6475","zpv","Chichicapan Zapotec",1968.317261,78.61958071,3,0.091198945,0,2720,0,6.87702322,0,0
"6476","zpw","Zaniza Zapotec",2111.376038,162.9623818,2,0.040616117,0,770,0,6.860644102,0,0
"6477","zpx","San Baltazar Loxicha Zapotec",2111.376038,89.16419393,2,0.054790107,0,1500,0,6.860644102,0,0
"6478","zpy","Mazaltepec Zapotec",1929.708313,9.554412517,1,0.088565458,0,2200,0,6.722405553,0,0
"6479","zpz","Texmelucan Zapotec",2111.376038,340.4610374,1,0.014928719,0,4100,0,6.860644102,0,0
"6480","zqe","Qiubei Zhuang",880.9301453,2568.52034,7,0.013521883,0,140000,0,6.089141846,0,0
"6481","zrn","Zirenkel",195.8860397,145.1865625,3,0.063073196,0,2240,0,3.949975967,0,0
"6482","zro","Záparo",193.1027985,13871.0074,2,0.004398382,0,5,0,4.271639347,0,0
"6483","zrs","Mairasi",740.1288452,5179.394183,6,0.016611966,0,3300,0,5.99274826,0,0
"6484","zsa","Sarasira",1785.090088,52.00097119,4,0.107982117,0,600,0,7.233548403,0,0
"6485","zsr","Southern Rincon Zapotec",1922.353882,108.1600692,3,0.068970777,0,12000,0,6.70388341,0,0
"6486","zsu","Sukurum",1785.090088,108.878211,4,0.082109802,0,1160,0,7.233548403,0,0
"6487","zte","Elotepec Zapotec",2111.376038,17.12494411,1,0.066871954,0,200,0,6.860644102,0,0
"6488","ztg","Xanaguía Zapotec",1968.317261,125.6474296,5,0.112256564,0,2500,0,6.87702322,0,0
"6489","ztl","Lapaguía-Guivini Zapotec",1968.317261,122.8035894,5,0.082117757,0,4200,0,6.87702322,0,0
"6490","ztm","San Agustín Mixtepec Zapotec",1968.317261,27.10645522,3,0.140563406,0,59,0,6.87702322,0,0
"6491","ztn","Santa Catarina Albarradas Zapotec",1922.353882,71.31418309,2,0.060462153,0,1000,0,6.70388341,0,0
"6492","ztp","Loxicha Zapotec",1968.317261,1687.04904,1,0.005758302,0,75000,0,6.87702322,0,0
"6493","ztq","Quioquitani-Quieri Zapotec",1968.317261,469.8720597,3,0.037994146,0,4000,0,6.87702322,0,0
"6494","zts","Tilquiapan Zapotec",1968.317261,29.80620029,2,0.092058738,0,5000,0,6.87702322,0,0
"6495","ztt","Tejalapan Zapotec",1929.708313,4.736976369,1,0.120305021,0,120,0,6.722405553,0,0
